HH,DAY,TOWN,YEARS,SEX,AGE,STATUS,EDUC,DISABLED,HEAD,SEX_HH,AGE_HH,STATUS_HH,EDUC_HH,DISABLED_HH,AGE_HH_SPOUSE,EDUC_HH_SPOUSE,DISABLED_HH_SPOUSE,HH_SIZE,N_ADULTS,PRIMARY_WS,SUFFICIENT_WATER,TOTAL_TIME,PAY_WATER,TOTAL_COST,ELECTRIC,TOTAL_INCOME,TIME_LENGTH
9,17,2,12,1,38,3,4,0,1,1,38,3,4,0,9998,9998,9998,12,7,3,1,20,1,20,1,NA,34
10,17,2,9999,1,30,3,3,0,1,1,30,3,3,0,9998,9998,9998,5,3,3,1,35,1,30.41666667,0,NA,39
11,17,2,5,1,30,3,2,0,1,1,30,3,2,0,9998,9998,9998,8,2,3,0,9999,1,150,0,NA,38
12,17,2,0.166666667,0,28,2,2,0,1,0,28,2,2,0,16,1,0,4,2,3,1,20,1,91.25,0,NA,31
13,19,2,4,0,30,2,1,0,1,0,30,2,1,0,22,1,0,5,2,6,1,6,0,0,0,NA,33
14,19,2,10,0,40,2,1,0,1,0,40,2,1,0,33,1,0,5,3,6,1,12,0,0,1,NA,40
15,19,2,4,0,22,2,2,0,1,0,22,2,2,0,17,2,0,3,2,6,1,12,0,0,0,NA,38
1,20,2,4,0,30,2,4,0,1,0,30,2,4,0,25,4,0,5,2,3,1,10,1,0,1,NA,33
2,20,2,4,0,36,2,4,0,1,0,36,2,4,0,33,4,0,10,5,5,1,32,1,0,1,3000,42
3,20,2,5,0,30,1,3,0,1,0,30,1,3,0,19,3,0,5,2,5,1,15,1,15,0,5800,30
4,20,2,32,0,38,2,1,0,1,0,38,2,1,0,32,1,0,12,6,5,0,19,1,25,0,1500,45
5,20,2,20,0,68,5,1,0,1,0,68,5,1,0,9998,9998,9998,5,4,5,1,22,0,0,1,4000,39
6,20,2,2,1,19,2,3,0,0,0,35,2,3,0,19,3,0,3,2,5,1,140,1,60,1,3000,30
7,20,2,20,0,43,2,1,0,1,0,43,2,1,0,35,1,0,12,4,5,1,6,1,15,0,1738.095238,31
8,20,2,20,1,18,1,4,0,0,0,23,1,4,0,18,4,0,3,2,2,1,0,1,30.41666667,1,3000,33
9,21,2,5,1,18,2,1,0,0,0,9999,2,3,0,18,1,0,5,1,5,0,22,0,0,1,NA,34
10,21,2,15,1,39,0,4,0,1,1,39,0,4,0,9998,9998,9998,7,6,5,1,25,1,15,1,NA,34
11,21,2,7,1,30,2,4,0,0,0,9999,2,3,0,30,4,0,7,1,6,1,21,0,0,1,NA,37
12,21,2,13,0,52,2,1,0,1,0,52,2,1,0,43,0,0,6,4,5,1,35,0,0,1,NA,38
13,21,2,2,1,45,2,2,0,0,0,54,2,1,0,45,2,0,8,5,6,1,72,0,0,0,100,36
14,21,2,49,0,67,2,3,0,1,0,67,2,3,0,65,3,0,5,2,2,1,0,0,0,1,NA,35
15,21,2,16,1,16,0,2,0,1,1,16,0,2,0,9998,9998,9998,5,1,5,1,23,1,0,0,NA,33
1,16,2,10,0,38,2,0,0,1,0,38,2,0,0,28,0,0,5,3,7,0,6,1,91.25,0,NA,31
2,16,2,10,1,32,4,3,0,1,1,32,4,3,0,9998,9998,9998,6,2,9,1,11,0,0,1,NA,32
3,16,2,14,0,50,1,1,0,1,0,50,1,1,0,42,1,0,7,4,9,1,41,0,0,1,NA,32
4,17,2,6,0,16,2,3,0,1,0,16,2,3,0,16,3,0,3,2,2,1,0,1,121.6666667,1,15208.33333,41
5,17,2,1,0,21,0,4,0,1,0,21,0,4,0,9998,9998,9998,2,2,2,1,0,1,121.6666667,0,2000,33
6,17,2,25,1,30,5,0,0,1,1,30,5,0,0,9998,9998,9998,4,1,3,1,9999,1,121.6666667,0,NA,35
7,17,2,14,1,49,5,3,0,1,1,49,5,3,0,9998,9998,9998,5,2,3,1,35,1,456.25,0,NA,33
8,17,2,30,0,40,2,3,0,1,0,40,2,3,0,38,2,0,6,2,2,1,0,1,182.5,1,1500,31
9,17,2,7,0,42,2,2,0,1,0,42,2,2,0,39,1,0,2,2,3,1,43,1,60.83333333,0,NA,36
10,17,2,14,1,30,2,1,1,0,0,38,2,3,0,30,1,1,5,3,9,0,50,0,0,0,NA,46
11,17,2,5,1,32,1,3,0,1,1,32,1,3,0,NA,NA,NA,4,2,2,0,0,1,60.83333333,1,NA,30
12,17,2,5,0,30,2,4,0,1,0,30,2,4,0,25,3,0,4,2,2,1,0,1,121.6666667,1,3000,42
13,17,2,15,0,9999,1,3,0,1,0,9999,1,3,0,9999,4,0,10,3,6,1,55,0,0,1,NA,43
14,17,2,1,0,50,2,4,0,1,0,50,2,4,0,40,1,0,8,4,3,1,15,1,105,0,NA,38
15,17,2,4,1,20,0,2,0,0,0,9999,0,0,0,9998,9998,9998,3,2,3,1,55,1,91.25,0,NA,45
1,18,2,11,0,30,2,3,0,1,0,30,2,3,0,27,2,0,6,2,5,1,13,1,10,0,NA,34
2,18,2,10,0,49,2,3,0,1,0,49,2,3,0,37,2,0,7,3,6,1,45,0,0,1,NA,35
3,18,2,3,0,26,2,4,0,1,0,26,2,4,0,20,4,0,3,2,6,1,8,0,0,1,NA,34
4,18,2,8,1,28,5,9999,0,1,1,28,5,9999,0,9998,9998,9998,7,2,5,1,45,1,0,1,NA,40
5,18,2,13,0,30,2,3,0,1,0,30,2,3,0,26,3,0,5,2,5,1,70,1,20,1,NA,38
6,18,2,7,0,31,2,2,0,1,0,31,2,2,0,23,4,0,6,2,5,1,45,1,NA,1,NA,38
7,18,2,1,0,26,2,2,0,1,0,26,2,2,0,20,2,0,5,2,6,1,12,0,0,0,NA,35
8,18,2,2,0,67,2,4,0,1,0,67,2,4,0,48,0,0,5,1,6,1,3,0,0,1,NA,38
9,18,2,10,0,48,2,4,0,1,0,48,2,4,0,30,3,0,5,3,6,1,2,0,0,1,NA,40
10,19,2,6,1,30,3,2,0,1,1,30,3,2,0,9998,9998,9998,6,1,5,1,12,1,40,1,NA,37
11,19,2,20,0,40,2,3,0,1,0,40,2,3,0,32,1,0,3,2,6,1,40,0,0,0,NA,39
12,19,2,2,0,34,2,4,0,1,0,34,2,4,0,28,3,0,4,2,5,1,34,1,45,1,NA,31
13,19,2,2,0,43,2,4,0,1,0,43,2,4,0,30,3,0,6,2,6,1,9999,1,25,1,NA,30
14,19,2,8,1,23,2,3,0,0,0,27,2,3,0,23,3,0,3,2,6,1,6,0,0,1,NA,38
15,19,2,3,0,32,2,3,0,1,0,32,2,3,0,24,3,0,3,3,5,1,40,1,40,1,NA,34
1,21,2,17,0,48,2,2,0,1,0,48,2,2,0,24,3,0,5,2,9,1,15,0,0,1,NA,30
2,21,2,4,1,42,3,0,0,1,1,42,3,0,0,9998,9998,9998,3,2,9,1,35,0,0,0,NA,35
3,21,2,40,1,45,1,1,0,0,0,55,1,1,0,45,1,0,7,6,9,1,25,0,0,1,NA,35
4,21,2,49,1,9999,2,0,0,0,0,50,2,0,0,9999,0,0,4,1,9,1,25,0,0,0,NA,30
5,21,2,13,1,26,3,2,0,1,1,26,3,2,0,9998,9998,9998,5,1,9,1,64,0,0,0,NA,45
6,21,2,12,1,32,0,4,0,1,1,32,0,4,0,9998,9998,9998,5,1,9,1,44,0,0,1,NA,42
7,21,2,5,0,31,2,3,0,1,0,31,2,3,0,22,2,0,3,2,6,1,22,0,0,1,500,39
8,21,2,4,0,35,2,2,0,1,0,35,2,2,0,28,1,0,9,3,5,1,35,1,60.83333333,0,NA,35
9,21,2,1,1,23,2,3,0,0,0,35,2,4,0,23,3,0,2,2,3,1,20,1,152.0833333,1,NA,33
10,21,2,8,0,32,2,2,0,1,0,32,2,2,0,27,1,0,5,2,9,1,21,1,121.6666667,1,NA,31
11,21,2,5,0,21,0,3,0,1,0,21,0,3,0,9998,9998,9998,2,2,3,1,20,1,182.5,0,NA,31
12,21,2,10,0,43,2,3,0,1,0,43,2,3,0,19,2,0,9,4,3,0,85,1,152.0833333,1,NA,35
13,21,2,3,0,25,2,4,0,1,0,25,2,4,0,21,4,0,4,2,9,1,11,1,30.41666667,0,NA,37
14,21,2,5,0,30,2,3,0,1,0,30,2,3,0,25,3,0,5,2,9,0,25,0,0,1,NA,37
15,21,2,3,1,21,2,2,0,0,0,27,2,3,0,21,2,0,6,3,3,1,20,1,91.25,1,NA,35
1,20,2,10,1,9999,3,9999,0,1,1,9999,3,9999,0,9998,9998,9998,4,1,5,0,53,1,30.41666667,0,NA,34
2,20,2,3,0,29,2,4,0,1,0,29,2,4,0,23,4,0,5,2,3,1,33,1,207.5,1,NA,35
3,20,2,3,0,19,0,3,0,1,0,19,0,3,0,9998,9998,9998,1,1,5,0,63,1,30.41666667,0,NA,38
4,20,2,15,0,34,2,2,0,1,0,34,2,2,0,24,1,0,6,2,5,1,42,0,0,1,NA,34
5,20,2,10,0,9999,2,4,0,1,0,9999,2,4,0,23,3,0,5,1,3,0,43,1,91.25,1,NA,43
6,20,2,4,0,29,1,4,0,1,0,29,1,4,0,21,4,0,3,2,5,0,33,1,30.41666667,1,3041.666667,48
7,20,2,15,1,16,0,3,0,1,1,16,0,3,0,9998,9998,9998,2,2,3,0,33,1,91.25,1,1303.571429,37
8,20,2,30,0,49,5,4,0,1,0,49,5,4,0,9998,9998,9998,4,2,3,1,33,1,60.83333333,0,3041.666667,39
9,20,2,3,0,21,2,3,0,1,0,21,2,3,0,16,3,0,6,2,3,1,23,1,91.25,1,NA,37
10,21,2,4,0,17,0,4,0,1,0,17,0,4,0,9998,9998,9998,2,2,3,1,53,1,146.6666667,1,NA,38
11,21,2,10,0,62,2,1,0,1,0,62,2,1,0,55,1,0,3,1,5,0,73,1,30.41666667,0,NA,39
12,21,2,1,0,29,2,2,0,1,0,29,2,2,0,25,1,0,6,2,6,1,35,1,8.69047619,0,4000,33
13,21,2,6,1,30,4,3,0,1,1,30,4,3,0,9998,9998,9998,4,1,6,1,15,0,0,1,NA,54
14,21,2,3,1,25,0,3,0,1,1,25,0,3,0,9998,9998,9998,2,1,3,0,43,1,91.25,1,NA,35
15,21,2,10,0,30,2,2,0,1,0,30,2,2,0,26,1,0,7,2,3,1,53,1,91.25,1,NA,38
1,21,2,10,1,24,1,3,0,0,0,32,1,2,0,24,3,0,4,2,5,1,70,0,0,0,NA,34
2,21,2,30,1,45,5,2,0,1,1,45,5,2,0,9998,9998,9998,3,3,4,1,7,0,0,1,NA,30
3,21,2,7,0,54,1,4,0,1,0,54,1,4,0,39,3,0,3,2,3,1,5,1,200,1,NA,40
4,21,2,15,0,41,0,4,0,1,0,41,0,4,0,9998,9998,9998,4,2,5,0,14,1,20,1,28000,31
5,21,2,5,0,25,2,4,0,1,0,25,2,4,0,21,3,0,4,2,3,1,5,1,425.8333333,1,9000,34
6,21,2,7,0,31,2,4,0,1,0,31,2,4,0,28,4,0,8,3,5,1,12,0,0,1,NA,37
7,21,2,17,0,43,1,4,0,1,0,43,1,4,0,36,4,0,7,2,2,1,0,1,190,1,NA,30
8,21,2,7,0,30,1,4,0,1,0,30,1,4,0,20,2,0,4,2,5,1,35,1,20,0,NA,32
9,21,2,20,1,50,1,1,0,0,0,9999,1,4,0,50,1,0,8,3,2,1,0,1,200,1,NA,40
10,21,2,0.25,1,17,1,2,0,0,0,28,1,3,0,17,2,0,3,2,5,1,22,1,20,0,750,33
11,21,2,0.083333333,1,20,1,3,0,0,0,25,1,4,0,20,3,0,3,2,5,1,75,1,25,0,2000,44
12,21,2,3,0,22,2,4,0,1,0,22,2,4,0,21,3,0,8,4,5,1,40,1,20,1,8000,37
13,21,2,0.5,1,26,1,1,0,0,0,28,1,2,0,26,1,0,4,2,5,0,45,1,15,0,700,39
14,21,2,14,1,36,2,2,0,0,0,45,2,4,0,36,2,0,9,4,3,1,35,0,0,1,NA,35
15,21,2,6,1,41,2,2,0,0,0,46,2,4,0,41,2,0,6,4,5,1,40,1,23,1,NA,75
1,20,2,24,0,63,2,1,0,1,0,63,2,1,0,43,1,0,6,1,5,1,45,1,10,1,NA,36
2,20,2,50,0,62,2,1,0,1,0,62,2,1,0,50,0,0,5,1,9,1,55,0,0,0,NA,36
3,20,2,43,1,89,5,1,1,1,1,89,5,1,1,9998,9998,9998,3,2,5,1,125,0,0,0,NA,31
4,20,2,12,1,54,5,1,0,1,1,54,5,1,0,9998,9998,9998,1,1,5,1,45,1,304.1666667,0,NA,34
5,20,2,9,1,25,4,1,0,1,1,25,4,1,0,9998,9998,9998,6,1,5,1,40,0,0,0,100,31
6,20,2,6,0,30,2,0,0,1,0,30,2,0,0,9999,0,0,7,1,9,1,40,0,0,0,NA,37
7,20,2,30,1,45,5,1,1,1,1,45,5,1,1,9998,9998,9998,3,1,5,1,6,0,0,0,43.45238095,40
8,20,2,18,0,23,2,4,0,1,0,23,2,4,0,20,3,0,3,2,5,1,100,1,20,0,NA,37
9,20,2,20,0,21,2,3,0,1,0,21,2,3,0,19,2,0,4,2,5,1,64,1,10,0,NA,31
10,20,2,18,0,74,2,1,0,1,0,74,2,1,0,44,1,0,7,3,5,1,7,0,0,1,NA,36
11,20,2,7,0,42,2,3,0,1,0,42,2,3,0,35,2,0,7,2,6,1,9,0,0,1,NA,31
12,20,2,30,0,42,2,3,0,1,0,42,2,3,0,24,1,0,7,2,5,1,120,1,10,1,NA,31
13,20,2,30,0,49,2,1,0,1,0,49,2,1,0,35,1,0,7,3,6,1,36,0,0,1,NA,36
14,20,2,1,1,23,5,1,0,1,1,23,5,1,0,9998,9998,9998,5,1,5,1,17,1,10,0,NA,40
15,20,2,1,1,18,3,2,0,1,1,18,3,2,0,9998,9998,9998,2,1,5,1,20,1,10,0,NA,35
