HH,DAY,TOWN,YEARS,SEX,AGE,STATUS,EDUC,DISABLED,HEAD,SEX_HH,AGE_HH,STATUS_HH,EDUC_HH,DISABLED_HH,AGE_HH_SPOUSE,EDUC_HH_SPOUSE,DISABLED_HH_SPOUSE,HH_SIZE,N_ADULTS,PRIMARY_WS,SUFFICIENT_WATER,TOTAL_TIME,PAY_WATER,TOTAL_COST,ELECTRIC,TOTAL_INCOME,TIME_LENGTH
12,16,0,5,0,44,1,9999,0,1,0,44,1,9999,0,32,1,0,5,2,4,1,45,1,1060,1,NA,38
13,16,0,0.25,0,23,0,4,0,1,0,23,0,4,0,9998,9998,9998,3,3,6,1,3,1,60.83333333,0,500,37
14,16,0,8,0,38,2,3,0,1,0,38,2,3,0,38,4,0,4,3,4,1,80,1,304.1666667,1,NA,33
15,16,0,14,0,25,1,9999,0,1,0,25,1,9999,0,20,1,0,5,2,4,0,110,1,60.83333333,0,5000,31
1,17,0,1,1,30,5,2,0,1,1,30,5,2,0,9998,9998,9998,2,1,4,1,2,0,0,0,NA,34
2,17,0,4,0,9999,1,3,0,1,0,9999,1,3,0,29,2,0,6,1,6,0,0,0,0,1,NA,35
3,17,0,16,1,27,1,2,0,0,0,29,1,9999,0,27,2,0,8,4,6,1,12,1,300,1,NA,41
4,17,0,7,0,9999,1,9999,0,1,0,9999,1,9999,0,29,2,0,7,2,4,1,2,0,0,0,3400,40
5,17,0,3,0,30,2,NA,0,1,0,30,2,NA,0,27,3,0,5,2,6,1,30,0,0,1,NA,38
6,17,0,14,0,29,2,9999,0,1,0,29,2,9999,0,27,2,0,10,4,6,1,122,1,350,1,NA,46
7,17,0,12,1,27,2,1,0,0,0,32,2,4,0,27,1,0,9,2,6,1,16,0,0,1,NA,43
8,17,0,9,1,27,2,3,0,0,0,29,2,4,0,27,3,0,5,2,6,1,18,0,0,1,NA,35
9,17,0,10,1,21,4,1,0,1,1,21,4,1,0,9998,9998,9998,7,1,4,1,11,1,121.6666667,0,100,30
10,17,0,4,0,34,2,3,0,1,0,34,2,3,0,25,2,0,6,3,6,1,11,1,304.1666667,1,NA,40
11,17,0,4,0,23,1,4,0,1,0,23,1,4,0,21,3,0,6,4,4,1,11,0,0,1,NA,30
12,17,0,5,0,27,2,3,0,1,0,27,2,3,0,21,4,0,7,2,2,1,15,1,180,1,NA,46
13,17,0,7,0,37,2,4,0,1,0,37,2,4,0,27,3,0,5,2,4,1,12,1,180,1,NA,45
14,17,0,25,0,63,1,1,0,1,0,63,1,1,0,50,9999,0,6,4,3,1,25,1,360,1,NA,36
15,17,0,4,1,27,2,3,0,0,0,29,2,3,0,27,3,0,4,2,6,1,20,0,0,1,NA,47
1,16,0,2,0,35,2,1,0,1,0,35,2,1,0,27,1,0,11,2,6,1,35,1,456.25,1,NA,32
2,16,0,46,1,70,5,1,0,1,1,70,5,1,0,9998,9998,9998,12,5,3,0,4,1,30.41666667,1,2000,41
3,16,0,30,0,70,2,3,0,1,0,70,2,3,0,50,2,0,9,8,2,1,0,0,0,0,3000,49
4,16,0,11,0,30,2,4,0,1,0,30,2,4,0,22,3,0,4,2,2,0,0,0,0,1,2750,65
5,16,0,3,0,35,1,1,0,1,0,35,1,1,0,27,1,0,9,3,6,1,30,1,30.41666667,1,NA,32
6,16,0,4,0,34,4,4,0,1,0,34,4,4,0,9998,9998,9998,3,1,6,1,9999,1,608.3333333,1,NA,42
7,16,0,5,0,30,1,4,0,1,0,30,1,4,0,29,4,0,3,2,6,1,40,1,NA,1,NA,30
8,16,0,10,1,40,3,9999,0,1,1,40,3,9999,0,9998,9998,9998,5,2,4,1,25,1,900,1,NA,53
9,16,0,10,1,30,0,3,0,1,1,30,0,3,0,9998,9998,9998,10,7,3,1,7,1,623.3333333,1,NA,48
10,16,0,5,0,43,1,3,0,1,0,43,1,3,0,26,0,0,7,3,3,1,20,1,35,1,NA,46
11,16,0,7,0,34,1,2,0,1,0,34,1,2,0,23,1,0,4,2,3,1,16,1,30,1,NA,35
12,16,0,5,1,31,1,2,0,0,0,40,1,3,0,31,2,0,5,3,2,1,0,1,NA,1,NA,48
13,16,0,15,0,55,1,2,0,1,0,55,1,2,0,46,9999,0,5,4,4,1,45,1,900,1,NA,39
14,16,0,2,1,25,1,3,0,0,0,28,1,4,0,25,3,0,3,2,6,1,3,1,30.41666667,1,NA,40
15,16,0,10,0,55,1,1,0,1,0,55,1,1,0,50,1,0,3,3,4,1,75,0,0,1,NA,36
1,13,0,7,1,37,4,4,0,1,1,37,4,4,0,9998,9998,9998,3,2,2,1,0,1,240,1,NA,67
2,13,0,4,0,35,1,4,0,1,0,35,1,4,0,30,4,0,4,2,1,1,0,1,0,1,NA,37
3,13,0,7,1,30,1,4,0,0,0,38,1,4,0,30,4,0,5,2,1,1,0,1,20,1,NA,47
4,13,0,10,1,42,4,4,0,0,0,23,4,4,0,9998,9998,9998,7,4,2,1,0,1,500,1,NA,40
5,13,0,7,1,39,1,4,0,0,0,45,1,4,0,39,4,0,4,4,2,1,0,1,200,1,NA,35
6,13,0,4,1,39,0,4,0,1,1,39,0,4,0,9998,9998,9998,4,4,1,1,0,1,250,1,NA,35
7,13,0,20,0,52,1,4,0,1,0,52,1,4,0,48,4,0,4,3,2,1,0,1,502,1,NA,34
8,13,0,3,0,29,2,2,0,1,0,29,2,2,0,26,1,0,3,2,4,1,35,1,100,1,NA,34
9,13,0,6,1,35,3,4,0,1,1,35,3,4,0,9998,9998,9998,2,2,2,1,0,1,200,1,NA,40
10,13,0,4,1,31,1,4,0,0,0,40,1,4,0,31,4,0,3,2,1,1,0,1,0,1,NA,33
11,13,0,4,0,42,0,4,0,1,0,42,0,4,0,9998,9998,9998,4,3,2,1,0,1,150,1,NA,38
12,14,0,8,1,39,1,4,0,0,0,42,1,4,0,39,4,0,4,3,2,1,0,1,350,1,NA,43
13,14,0,10,0,35,1,5,0,1,0,35,1,5,0,33,4,0,8,4,1,1,0,1,500,1,NA,64
14,14,0,6,0,60,4,4,0,1,0,60,4,4,0,9998,9998,9998,3,2,1,1,0,1,400,1,NA,34
15,14,0,10,0,37,1,4,0,1,0,37,1,4,0,27,4,0,7,4,1,1,0,0,NA,1,NA,42
1,10,0,13,0,9999,2,3,0,1,0,9999,2,3,0,27,2,0,7,1,4,0,6,0,0,0,NA,54
2,13,0,5,0,32,2,3,0,1,0,32,2,3,0,21,3,0,4,2,3,1,35,0,0,1,NA,39
3,13,0,1,0,32,1,3,0,1,0,32,1,3,0,25,2,0,9,4,4,1,7,1,304.1666667,1,3000,50
4,13,0,10,0,39,1,4,0,1,0,39,1,4,0,37,4,0,5,3,2,1,0,1,180,1,3000,54
5,13,0,5,1,37,0,4,0,1,1,37,0,4,0,9998,9998,9998,4,2,3,1,45,1,310,1,NA,35
6,13,0,1,0,33,1,3,0,1,0,33,1,3,0,25,2,0,9,3,4,1,5,1,30.41666667,1,3000,49
7,13,0,1,0,30,2,2,0,1,0,30,2,2,0,24,3,0,7,2,4,1,6,1,60.83333333,1,NA,31
8,13,0,8,0,42,1,4,0,1,0,42,1,4,0,39,4,0,8,4,2,1,0,1,304.1666667,1,3000,30
9,13,0,6,0,33,2,3,0,1,0,33,2,3,0,28,4,0,4,2,2,1,0,1,0,1,NA,34
10,13,0,1,0,27,2,4,0,1,0,27,2,4,0,22,3,0,7,3,3,1,45,0,0,1,NA,43
11,13,0,2,0,27,2,4,0,1,0,27,2,4,0,21,4,0,5,2,2,1,0,1,240,1,NA,33
12,13,0,5,1,29,1,2,0,0,0,34,1,4,0,29,2,0,4,2,2,1,0,0,0,1,NA,32
13,13,0,1,0,37,1,4,0,1,0,37,1,4,0,35,3,0,4,2,2,1,0,1,NA,1,NA,38
14,14,0,20,1,34,1,3,0,0,0,43,1,3,0,34,3,0,5,3,2,1,0,1,170,1,3000,31
15,14,0,18,0,53,2,1,1,1,0,53,2,1,1,42,1,0,6,3,3,1,9999,0,0,1,NA,45
1,13,0,33,0,48,1,2,0,1,0,48,1,2,0,43,0,0,6,3,4,1,121,0,0,0,NA,38
2,13,0,0.166666667,0,27,1,3,0,1,0,27,1,3,0,22,2,0,2,2,3,0,20,0,0,0,500,47
3,13,0,2.5,0,55,2,3,0,1,0,55,2,3,0,38,3,0,2,2,3,1,9999,0,0,1,2607.142857,51
4,13,0,0.166666667,0,22,2,3,0,1,0,22,2,3,0,21,3,0,3,2,3,1,9999,0,0,0,1000,48
5,13,0,5,1,34,3,3,0,1,1,34,3,3,0,9998,9998,9998,3,1,4,1,12,0,0,0,NA,34
6,13,0,30,0,45,1,1,0,1,0,45,1,1,0,37,0,0,4,2,4,1,3,1,30,1,NA,40
7,13,0,9,1,41,0,4,0,1,1,41,0,4,0,9998,9998,9998,4,3,2,1,0,1,165,1,NA,55
8,13,0,8,0,45,1,2,0,1,0,45,1,2,0,38,2,0,6,2,2,1,0,1,150,1,3000,54
9,13,0,4,0,32,1,5,0,1,0,32,1,5,0,24,4,0,4,2,2,1,0,0,0,1,7500,61
10,13,0,20,0,53,1,0,0,1,0,53,1,0,0,40,0,0,3,3,4,1,11,0,0,1,NA,65
11,13,0,22,0,34,0,4,0,0,1,51,0,1,0,9998,9998,9998,5,5,2,1,0,0,0,0,NA,35
12,14,0,39,0,52,2,4,0,1,0,52,2,4,0,39,3,0,7,3,3,1,11,0,0,1,5500,47
13,14,0,5,0,39,1,5,0,1,0,39,1,5,0,28,5,0,3,2,1,1,0,0,0,1,NA,31
14,14,0,33,1,43,5,2,1,1,1,43,5,2,1,9998,9998,9998,4,4,2,1,0,1,100,0,1500,47
15,14,0,3,0,NA,NA,NA,NA,NA,1,38,3,3,0,9998,9998,9998,4,2,4,1,9999,1,182.5,0,3041.666667,53
1,8,0,25,0,54,2,4,0,1,0,54,2,4,0,45,1,0,4,2,2,1,0,1,860,1,12000,38
2,10,0,2,1,22,1,4,0,0,0,24,1,3,0,22,4,0,4,2,6,0,9999,0,0,1,NA,85
3,10,0,4,1,45,1,2,0,0,0,9999,1,9999,0,45,2,0,4,1,2,1,0,1,0,1,NA,35
4,10,0,20,0,50,2,9999,0,1,0,50,2,9999,0,9999,9999,0,3,2,3,1,35,1,152.0833333,0,NA,37
5,10,0,8,0,9999,2,1,0,1,0,9999,2,1,0,9999,0,0,6,NA,2,1,0,1,350,1,2000,32
6,10,0,15,1,33,2,2,0,0,0,42,2,3,0,33,2,0,8,2,2,1,0,0,0,1,NA,35
7,10,0,10,0,41,2,4,0,1,0,41,2,4,0,32,3,0,5,2,5,1,3,0,0,1,91250,38
8,10,0,12,0,52,0,4,0,1,0,52,0,4,0,9998,9998,9998,6,3,2,1,0,1,627,1,NA,54
9,10,0,10,0,26,2,4,0,1,0,26,2,4,0,24,3,0,6,3,NA,1,NA,0,0,0,NA,45
10,10,0,9,0,50,1,9999,0,1,0,50,1,9999,0,9999,9999,0,7,4,5,1,0,0,0,1,NA,67
11,10,0,10,1,52,0,NA,0,1,1,52,0,NA,0,9998,9998,9998,2,2,5,0,20,1,91.25,0,NA,75
12,10,0,3,0,41,2,4,0,1,0,41,2,4,0,25,2,0,5,3,1,0,0,1,300,1,NA,35
13,11,0,19,0,32,1,4,0,1,0,32,1,4,0,28,3,0,5,3,3,1,5,1,152.0833333,1,NA,40
14,11,0,4,0,31,1,4,0,1,0,31,1,4,0,21,4,0,8,2,6,1,3,1,60.83333333,1,NA,40
15,11,0,19,1,34,2,4,0,0,0,55,2,9999,0,34,4,0,6,5,2,1,0,1,374,1,25000,43
1,13,1,39,0,52,2,1,0,1,0,52,2,1,0,32,0,0,10,5,5,0,25,1,10,0,3300,63
2,13,1,20,0,42,2,3,0,1,0,42,2,3,0,33,1,0,7,7,5,0,25,0,0,0,NA,68
3,13,1,14,0,38,2,1,0,1,0,38,2,1,0,26,1,0,5,2,5,0,485,0,0,1,NA,46
4,13,1,10,0,29,2,4,0,1,0,29,2,4,0,22,2,0,4,2,5,0,12,1,10,0,4562.5,43
5,13,1,30,0,61,1,1,0,1,0,61,1,1,0,38,1,0,4,3,5,1,23,0,0,0,NA,42
6,13,1,3,0,39,2,2,0,1,0,39,2,2,0,31,2,0,3,3,5,1,35,1,100,0,434.5238095,45
7,13,1,3,0,24,1,4,0,1,0,24,1,4,0,18,3,0,6,3,5,0,70,1,20,1,7000,60
8,13,1,1,1,30,2,4,0,0,0,35,2,4,0,30,4,0,2,2,5,1,50,1,10,0,NA,37
9,13,1,14,0,68,1,1,0,1,0,68,1,1,0,49,3,0,5,3,5,1,90,0,0,0,NA,45
10,13,1,7,0,57,1,4,0,1,0,57,1,4,0,39,1,0,4,2,5,0,10,1,10,0,NA,38
11,13,1,3,0,30,1,4,0,1,0,30,1,4,0,21,1,0,5,2,5,0,15,1,10,0,3000,50
12,13,1,4,1,27,2,2,0,0,0,28,2,9999,0,27,2,0,5,3,5,1,250,1,10,0,1000,40
13,13,1,6,0,45,2,3,0,1,0,45,2,3,0,32,2,0,5,3,5,1,20,1,10,0,NA,49
14,13,1,5,1,40,0,0,0,1,1,40,0,0,0,9998,9998,9998,4,1,5,0,15,0,0,0,250,56
15,13,1,20,0,60,2,1,0,1,0,60,2,1,0,50,1,0,3,2,5,1,25,1,10,0,600,35
1,14,1,1,0,42,2,2,0,1,0,42,2,2,0,21,2,0,4,2,6,0,100,1,3,0,NA,60
2,14,1,3,0,33,2,2,0,1,0,33,2,2,0,30,0,0,4,2,6,1,2,0,0,0,NA,33
3,14,1,1,1,25,1,1,0,0,0,30,1,2,0,25,1,0,6,3,6,0,9,1,360,0,NA,52
4,14,1,1,0,56,2,1,0,1,0,56,2,1,0,50,1,0,3,2,5,1,5,1,10,0,NA,46
5,14,1,2,0,53,2,1,0,1,0,53,2,1,0,42,1,0,5,2,6,0,10,0,0,0,NA,43
6,14,1,0.916666667,0,32,2,1,0,1,0,32,2,1,0,22,2,0,4,2,6,0,7,0,0,0,NA,42
7,14,1,3,0,40,2,0,0,1,0,40,2,0,0,39,2,0,5,2,6,0,4,0,0,0,NA,55
8,14,1,1,0,34,2,4,0,1,0,34,2,4,0,25,2,0,4,3,6,0,3,0,0,0,6083.333333,33
9,14,1,2,1,38,2,1,0,0,0,42,2,3,0,38,1,0,4,3,5,0,50,1,10,0,1500,45
10,14,1,1,0,22,2,2,0,1,0,22,2,2,0,21,0,0,4,2,6,1,3,0,0,0,NA,41
11,14,1,14,1,60,5,0,0,1,1,60,5,0,0,9998,9998,9998,3,NA,6,0,42,0,0,0,NA,32
12,14,1,5,1,35,0,2,0,1,1,35,0,2,0,9998,9998,9998,3,2,6,1,90,0,0,0,NA,30
13,14,1,1,0,25,2,9999,0,1,0,25,2,9999,0,20,0,0,5,2,6,0,70,0,0,0,NA,35
14,14,1,14,0,43,2,2,0,1,0,43,2,2,0,43,1,0,4,2,6,0,23,0,0,0,NA,39
15,14,1,49,0,65,5,1,0,1,0,65,5,1,0,9998,9998,9998,1,NA,6,1,80,0,0,0,386.9047619,40
1,13,1,2,0,42,1,3,0,1,0,42,1,3,0,39,1,0,9,4,5,0,25,0,0,0,NA,59
2,13,1,7,0,33,2,4,0,1,0,33,2,4,0,28,4,0,5,2,5,0,25,0,0,1,NA,49
3,13,1,2,1,20,2,3,0,0,0,24,2,4,0,20,3,0,6,4,5,0,450,1,10,1,NA,50
4,13,1,0.25,1,56,0,1,1,1,1,56,0,1,1,9998,9998,9998,3,2,5,1,20,1,10,0,NA,47
5,13,1,40,0,54,1,1,0,1,0,54,1,1,0,52,1,0,4,3,5,1,260,1,10,0,NA,30
6,14,1,1,0,29,2,1,0,1,0,29,2,1,0,28,1,0,8,3,7,0,95,0,0,0,NA,45
7,14,1,2,0,19,2,2,0,1,0,19,2,2,0,16,2,0,2,2,5,0,70,1,10,0,1000,52
8,14,1,4,0,37,2,1,0,1,0,37,2,1,0,20,0,0,3,2,5,0,80,0,0,0,NA,42
9,14,1,8,0,30,2,3,0,1,0,30,2,3,0,40,4,0,8,4,5,0,25,0,0,0,200,36
10,14,1,32,0,73,1,1,0,1,0,73,1,1,0,69,0,0,6,2,5,1,4,1,10,0,NA,40
11,14,1,3,1,34,2,0,0,0,0,40,2,9999,0,34,0,0,5,2,6,0,80,0,0,0,NA,40
12,14,1,2,0,27,2,3,0,1,0,27,2,3,0,29,0,0,4,2,5,1,64,1,10,0,NA,36
13,14,1,3,0,51,2,1,0,1,0,51,2,1,0,39,1,0,5,3,5,1,300,0,0,0,NA,64
14,14,1,1,0,75,2,0,0,1,0,75,2,0,0,71,0,0,2,NA,5,1,0,0,0,0,4100,44
15,14,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,13,1,3,0,22,2,2,0,1,0,22,2,2,0,20,1,0,3,2,6,0,18,1,5,0,1000,61
2,15,1,0.5,0,56,2,1,0,1,0,56,2,1,0,27,0,0,5,2,5,0,31,1,10,0,3000,35
3,15,1,4,0,45,2,2,0,1,0,45,2,2,0,30,1,0,6,3,5,1,8,1,10,0,500,55
4,18,1,5,0,42,2,3,0,1,0,42,2,3,0,39,2,0,5,4,5,1,45,1,10,0,NA,30
5,18,1,10,0,35,2,4,0,1,0,35,2,4,0,22,1,0,5,2,5,1,10,1,10,0,NA,30
6,19,1,13,0,18,2,0,0,1,0,18,2,0,0,17,1,0,3,2,5,0,41,1,10,0,200,40
7,19,1,1,0,20,2,3,0,1,0,20,2,3,0,19,3,0,5,2,5,1,26,1,10,0,1520.833333,37
8,19,1,20,1,68,5,0,0,1,1,68,5,0,0,9998,9998,9998,2,1,5,1,24,0,0,0,100,30
9,19,1,10,0,32,2,3,0,1,0,32,2,3,0,25,1,0,5,2,5,0,180,0,0,0,NA,40
10,19,1,4,0,35,2,1,0,1,0,35,2,1,0,28,0,0,4,2,5,1,13,1,10,0,1500,42
11,20,1,17,0,61,2,2,0,1,0,61,2,2,0,44,1,0,5,2,5,0,13,0,0,0,NA,69
12,20,1,0.166666667,0,35,2,1,0,1,0,35,2,1,0,NA,NA,NA,5,2,5,1,32,1,10,0,NA,49
13,20,1,0.008219178,0,33,2,1,0,1,0,33,2,1,0,32,1,0,4,3,6,0,11,1,5,0,NA,46
14,20,1,1,0,22,2,2,0,1,0,22,2,2,0,NA,NA,NA,3,2,5,1,12,0,0,0,NA,48
15,20,1,3,0,35,1,1,0,1,0,35,1,1,0,32,1,0,3,2,5,0,9,1,10,0,NA,39
1,17,1,3,0,35,2,2,0,1,0,35,2,2,0,32,1,0,5,2,5,0,32,1,10,0,2000,40
2,17,1,8,0,42,2,1,0,1,0,42,2,1,0,37,0,0,8,2,5,1,12,0,0,0,NA,35
3,17,1,1,0,30,2,1,0,1,0,30,2,1,0,21,1,0,4,2,5,1,43,1,10,0,1825,30
4,17,1,5,0,23,2,4,0,1,0,23,2,4,0,22,4,0,4,2,5,1,13,1,10,0,7604.166667,45
5,17,1,0.019178082,0,43,2,1,0,1,0,43,2,1,0,34,1,0,6,2,5,1,16,1,10,0,434.5238095,30
6,17,1,2,0,30,1,4,0,1,0,30,1,4,0,26,4,0,7,3,5,1,25,1,10,1,5000,36
7,17,1,4,0,60,2,9999,0,1,0,60,2,9999,0,40,9999,0,6,3,5,1,40,0,0,0,NA,35
8,17,1,6,1,30,0,1,0,1,1,30,0,1,0,9998,9998,9998,6,3,5,0,26,0,0,0,NA,40
9,17,1,3,0,25,2,2,0,1,0,25,2,2,0,18,1,0,6,3,5,0,14,0,0,1,NA,30
10,17,1,1,1,19,2,2,0,0,0,25,2,2,0,19,2,0,3,2,5,0,7,0,0,0,NA,41
11,17,1,6,0,38,2,2,0,1,0,38,2,2,0,32,0,0,6,2,6,0,0,1,10,0,NA,38
12,17,1,25,0,70,1,4,0,1,0,70,1,4,0,57,1,0,6,3,5,1,20,1,10,1,NA,35
13,17,1,10,1,18,4,2,0,1,1,18,4,2,0,9998,9998,9998,3,2,6,1,15,1,10,0,NA,33
14,17,1,0.25,1,27,0,9999,0,1,1,27,0,9999,0,9998,9998,9998,3,1,9,0,41,0,0,0,NA,32
15,17,1,5,1,20,1,0,0,0,0,26,1,0,0,20,0,0,6,3,5,0,14,0,0,0,NA,40
1,16,1,10,0,47,1,1,0,1,0,47,1,1,0,40,1,0,4,2,5,0,34,1,10,1,NA,41
2,16,1,4,0,32,2,4,0,1,0,32,2,4,0,23,4,0,10,5,5,0,17,1,10,1,NA,45
3,16,1,2,0,31,0,1,0,1,0,31,0,1,0,9998,9998,9998,4,2,5,1,6,1,10,0,1500,32
4,16,1,3,0,26,0,4,0,1,0,26,0,4,0,9998,9998,9998,3,2,6,1,5,1,0,0,6083.333333,43
5,16,1,26,0,28,1,4,0,1,0,28,1,4,0,31,2,0,9,4,5,0,25,1,10,1,3000,46
6,16,1,8,0,38,2,4,0,1,0,38,2,4,0,28,4,0,7,2,5,1,23,1,10,1,10000,41
7,16,1,2,0,29,2,2,0,1,0,29,2,2,0,23,1,0,5,2,5,1,123,1,10,0,2828.75,50
8,16,1,4,1,20,2,3,0,0,0,30,2,4,0,20,3,0,4,3,5,0,21,1,20,1,NA,41
9,16,1,7,0,32,2,3,0,1,0,32,2,3,0,15,1,0,4,2,5,0,61,1,20,1,NA,51
10,16,1,11,0,52,2,2,0,1,0,52,2,2,0,35,1,0,4,4,5,0,23,1,10,0,8400,31
11,16,1,16,0,49,2,3,0,1,0,49,2,3,0,47,2,0,7,2,5,0,15,1,10,0,6.416666667,30
12,16,1,5,0,32,2,2,0,1,0,32,2,2,0,24,1,0,6,3,5,1,13,1,10,1,NA,45
13,16,1,19,1,38,2,1,0,0,0,40,2,1,0,38,1,0,7,3,5,1,10,1,10,0,1000,44
14,16,1,6,1,25,2,3,0,0,0,35,2,4,0,25,3,0,7,3,5,1,11,1,10,0,2600,41
15,16,1,16,0,40,1,1,0,1,0,40,1,1,0,30,0,0,7,4,5,1,6,1,10,0,NA,45
1,14,1,29,0,42,1,2,0,1,0,42,1,2,0,37,2,0,12,7,5,1,4,1,10,1,NA,40
2,14,1,4,1,28,2,1,0,0,0,35,0,4,0,9998,9998,9998,4,2,5,1,24,0,0,0,NA,34
3,14,1,2,0,27,2,4,0,1,0,27,2,4,0,20,2,0,5,2,6,1,4,1,10,0,NA,40
4,15,1,0.166666667,0,24,2,1,0,1,0,24,2,1,0,22,1,0,4,2,5,1,13,1,10,0,NA,40
5,15,1,5,0,30,1,1,0,1,0,30,1,1,0,27,2,0,4,3,5,1,13,1,10,0,NA,38
6,15,1,0.333333333,0,22,2,3,0,1,0,22,2,3,0,20,4,0,4,2,5,0,10,1,10,0,NA,40
7,15,1,4,0,52,1,1,0,1,0,52,1,1,0,50,0,0,5,4,5,1,7,1,10,0,NA,50
8,15,1,5,0,30,1,4,0,1,0,30,1,4,0,18,1,0,5,2,5,1,8,1,10,0,NA,42
9,15,1,2,1,29,2,1,0,0,0,35,2,1,0,29,1,0,5,3,5,1,8,1,10,0,600,30
10,15,1,3,1,32,2,1,0,0,0,35,2,2,0,32,1,0,5,4,5,0,25,1,10,0,1500,40
11,15,1,2,0,46,1,4,0,1,0,46,1,4,0,30,3,0,5,3,5,1,32,0,0,0,NA,53
12,15,1,3,0,45,2,1,0,1,0,45,2,1,0,32,1,0,5,2,5,0,61,1,10,0,NA,43
13,15,1,2,0,28,2,1,0,1,0,28,2,1,0,22,1,0,6,2,5,0,34,0,0,0,NA,30
14,15,1,2,0,18,0,2,0,1,0,18,0,2,0,9998,9998,9998,4,4,5,1,61,1,10,0,NA,32
15,15,1,4,0,35,2,1,0,1,0,35,2,1,0,29,1,0,7,5,5,0,21,1,0,0,100,54
1,19,1,15,0,22,2,4,0,1,0,22,2,4,0,19,2,0,4,2,5,0,25,1,0,1,NA,30
2,19,1,13,0,36,2,3,0,1,0,36,2,3,0,23,3,0,6,2,5,0,34,1,10,1,NA,40
3,19,1,15,0,46,1,1,0,1,0,46,1,1,0,38,1,0,4,2,6,1,124,0,0,0,NA,30
4,19,1,6,0,39,2,4,0,1,0,39,2,4,0,28,2,0,10,4,6,0,3,0,0,1,NA,43
5,19,1,15,1,46,1,0,0,0,0,47,1,3,0,46,0,0,3,3,6,0,20,1,2,0,2800,35
6,19,1,20,0,33,2,3,0,1,0,33,2,3,0,25,3,0,8,3,5,0,9,0,0,1,NA,30
7,19,1,16,0,40,1,1,0,1,0,40,1,1,0,35,1,0,5,3,6,0,3,0,0,0,NA,34
8,19,1,15,0,25,1,3,0,1,0,25,1,3,0,20,3,0,14,7,5,1,10,1,10,0,NA,46
9,20,1,7,0,42,1,3,0,1,0,42,1,3,0,39,3,0,6,4,5,1,70,1,10,0,NA,51
10,20,1,4,0,62,1,4,0,1,0,62,1,4,0,46,3,0,7,4,5,1,30,0,0,1,NA,55
11,20,1,20,0,32,1,1,0,1,0,32,1,1,0,52,0,0,6,3,6,1,3,0,0,0,NA,45
12,20,1,20,0,50,1,1,0,1,0,50,1,1,0,45,0,0,9,5,5,1,34,0,0,1,NA,49
13,20,1,38,0,75,1,1,0,1,0,75,1,1,0,59,1,0,6,1,NA,1,0,0,0,0,NA,40
14,20,1,14,0,61,1,4,0,1,0,61,1,4,0,43,4,1,8,3,6,1,4,0,0,1,NA,50
15,20,1,30,0,64,1,0,0,1,0,64,1,0,0,45,0,0,5,2,5,1,34,0,0,0,NA,35
1,18,1,3,0,22,2,3,0,1,0,22,2,3,0,21,3,0,3,2,5,0,23,1,10,0,NA,31
2,18,1,5,0,37,2,1,0,1,0,37,2,1,0,35,1,0,2,2,5,0,8,1,10,0,600,35
3,18,1,6,0,9999,2,0,0,1,0,9999,2,0,0,9999,2,0,5,1,5,1,210,1,10,0,NA,30
4,19,1,40,0,29,2,3,0,1,0,29,2,3,0,25,1,0,8,3,5,1,65,1,10,0,500,34
5,19,1,8,0,40,2,1,0,1,0,40,2,1,0,22,0,0,4,2,5,1,62,1,10,0,NA,32
6,19,1,9,0,24,1,0,0,1,0,24,1,0,0,30,0,0,5,2,5,0,15,0,0,0,NA,35
7,19,1,3,0,30,2,3,0,1,0,30,2,3,0,20,1,0,3,2,6,1,17,0,0,0,200,34
8,19,1,4,0,45,1,1,0,1,0,45,1,1,0,38,1,0,3,2,5,1,6,1,10,0,NA,32
9,19,1,2,1,32,2,1,0,0,0,35,2,3,0,32,1,0,8,3,5,0,5,0,0,0,NA,35
10,19,1,8,1,22,2,9999,0,0,0,28,2,0,0,22,9999,0,7,2,5,0,11,1,10,0,NA,45
11,19,1,15,0,49,2,1,0,1,0,49,2,1,0,35,0,0,2,2,5,1,6,1,10,1,NA,35
12,19,1,4,0,22,2,3,0,1,0,22,2,3,0,25,3,0,4,4,6,1,3,0,0,0,NA,38
13,19,1,0.083333333,0,20,0,1,0,1,0,20,0,1,0,9998,9998,9998,1,1,5,1,23,0,0,0,608.3333333,40
14,19,1,12,0,35,2,2,0,1,0,35,2,2,0,32,0,0,5,2,5,1,62,1,10,0,NA,49
15,19,1,2,1,34,4,0,0,1,1,34,4,0,0,9998,9998,9998,8,3,5,1,62,1,10,0,2433.333333,33
1,18,1,1,0,20,2,1,0,1,0,20,2,1,0,20,1,0,3,2,5,1,11,0,0,0,NA,30
2,18,1,0.016438356,0,22,2,1,0,1,0,22,2,1,0,16,1,0,3,2,5,1,13,1,10,0,500,38
3,18,1,14,0,22,0,4,0,1,0,22,0,4,0,9998,9998,9998,5,3,5,1,14,1,0,0,3000,30
4,18,1,4,0,23,2,3,0,1,0,23,2,3,0,18,0,0,3,2,5,0,32,1,10,0,500,40
5,18,1,4,0,28,2,3,0,1,0,28,2,3,0,25,2,0,3,2,5,1,10,1,10,0,NA,32
6,18,1,2,1,63,5,9999,0,1,1,63,5,9999,0,9998,9998,9998,5,NA,5,0,11,0,0,0,NA,35
